Order,Fur Orientation,No.,Weber #,Names,Maximum Penetration Depth [mm],Normalized Maximum Penetration Depth [mm],Steady State Penetration Depth [mm],Max - Final Pen,Delta_Pen,Sucking Effect Notes,Delta_spread,Delta_pos,Date,Filename,Resolution [pixels/mm],Normalized Delta Pen,Fur Density [furs/cm^2],Inter-fiber spacing (um) [d],Number of Drops,Needle,Fur Sample,Fur Type,Replication,Camera Settings,Lighting,Droplet Final Spread [mm],Droplet Maximum Spread [mm],Steady State Dome Height [mm],Minimum Dome Height [mm],Volume Below Fur at Max. Spread [mm^3],Video Index of Max. Spread,Normalized Delta Spread,Delta_DomeHeight,Tausp,Tausx,Taush,Tauss,Taumaxspread,denomTau,bdDenomTau,timetomax,Time T1 Spread,Time Max Spread,Time Steady Spread,Time min dH,Time SS dH,Time max dP,Time SS dP,Density of Water (kg/m^3),Viscosity of Water,Surface Tension of Water (N/m),Initial Impact Classification,Initial Impact Dome,Initial Impact Shape,Rebound Type,Final Impact Dome,Final Impact Shape,Fur Arrangement,Fragmentation,Product,Fur Strand Square Length Dimension (um) [l],Initial Spread,Do (m),Aspect Ratio,Droplet Velocity [m/s],Droplet Diameter [mm],Height [level],Modified Aspect Ratio
3,standard,r3,2.404907325,Agustin Soto,1.919191919,0.7173039226,1.582491582,0.3367003367,0.3367003367,,3.164983165,0.025,02/09/2023,r5_E1_3_3,29.7,0.1258427934,144.1152692,483,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_3_1,horizontal,3,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,7.508417508,7.542087542,0,0,20.05738079,247,1.182922258,0,1.707373272,2.122119816,1.569124424,3.222381529,3.222381529,10.44775932,,,,,,,,,,997.77,0.001,0.0728,"E, W",E,W,JLR,E,W,parallel,Whole,0.4351107703,350,4.343434343,0.002675563117,0.5798319328,0.2560896585,2.675563117,1,0.1809262111
213,bottom facing up,r213,75.99590124,Zack Morgan,4.979423868,1.970971951,4.979423868,0,0.3703703704,,0.6995884774,0.2994672836,03/22/2024,r5_E1_7_36,24.3,0.1466012195,97.94122645,1079,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_7_1,horizontal,3,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,4.115226337,4.814814815,0,0,16.88591413,64,0.2769134146,0.1234567901,5.253456221,19.07834101,1.382488479,,5.08217561,1.705306414,,,,,,,,,,997.77,0.001,0.0728,"E, ii",E,ii,NR,E,i,staggered,Fragmented,32.52988438,350,3.41563786,0.002526379873,0.755073478,1.481481481,2.526379873,4,0.4280478796
136,front facing up,r136,22.44197383,Zack Morgan,1.981132075,0.7218285934,1.981132075,0,0.3773584906,,1.320754717,0.1683561987,03/22/2024,r5_E1_6_22,21.2,0.1374911606,162.0324049,761,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_6_1,horizontal,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,4.858490566,5.235849057,0,0,20.61644198,32,0.4812190623,0,4.982718894,8.496543779,5.501152074,8.496543779,0.9066146458,3.55335033,,,,,,,,,,997.77,0.001,0.0728,"E, W",E,W,JLR,E,W,staggered,Whole,6.236428084,350,3.537735849,0.002744601826,0.6849684968,0.7723983201,2.744601826,3,0.2778912466
37,bottom facing up,r37,1.684574079,Agustin Soto,1.4,0.5059141347,1.4,0,0.4,,3.433333333,0.1266765941,03/10/2023,r5_E1_3_7,30,0.1445468956,144.1152692,483,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_3_2,horizontal,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,7.066666667,7.166666667,0.5333333333,0.2666666667,9.314499093,241,1.240694188,0.8333333333,2.603686636,5,12.64976959,12.64976959,6.092684354,13.13050133,,,,,,,,,,997.77,0.001,0.0728,"D, W",H,W,JLR,H,W,parallel,Whole,0.2946833377,350,3.633333333,0.002767268008,0.5798319328,0.2107511312,2.767268008,1,0.1749304714
154,bottom facing up,r154,21.23075232,Zack Morgan,1.898148148,0.7136074931,1.805555556,0.09259259259,0.4166666667,,1.898148148,0.2059425753,03/22/2024,r5_E1_6_25,21.6,0.1566455473,162.0324049,761,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_6_1,horizontal,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,5.092592593,5.277777778,0,0,19.70791724,48,0.7136074931,0,7.701612903,9.879032258,6.733870968,9.879032258,1.81817133,3.485562667,,,,,,,,,,997.77,0.001,0.0728,EW,E,W,DLR,E,W,staggered,Whole,6.087639057,350,3.194444444,0.002659933039,0.6849684968,0.7631287381,2.659933039,3,0.2867368507
206,bottom facing up,r206,69.00400247,Gina Shome,9.54545455,3.7999255,9.54545455,0,0.4166666667,,2.310606061,0.2875959504,06/03/2024,r5_E1_5_35,26.4,0.1658697638,49.03922353,1078,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_5_1,horizontal,2,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,3.901515152,3.977272727,0,0,16.59943147,34,0.9198232359,0,8.508064516,28.91129032,1.653225806,,6.6447157,1.774372052,,,,,,,,,,997.77,0.001,0.0728,"PDF, D",H,PDF,NR,H,PDF,parallel,Fragmented,29.67843999,350,1.590909091,0.002512010972,0.7549019608,1.415718293,2.512010972,4,0.4300973701
7,standard,r7,3.064391325,Agustin Soto,2.492837386,1.076199607,3.135313531,-0.6424761449,0.4290429043,,1.650165017,0.1482516325,03/10/2023,r5_E1_5_1,30.3,0.185225,49.03922353,1078,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_5_1,horizontal,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,3.333333333,3.696369637,0,0,13.01463459,99,0.7124038462,0,13.92857143,11.78571429,3.629032258,13.92857143,0.8047706897,7.455539916,,,,,,,,,,997.77,0.001,0.0728,"E, W",E,W,DLR,E,W,parallel,Whole,1.429326425,350,1.683168317,0.002316333671,0.7549019608,0.310686241,2.316333671,1,0.4664307764
12,standard,r12,4.248429877,Zack Morgan,1.366906475,0.5074786205,1.366906475,0,0.4316546763,,1.618705036,0.07608458688,02/25/2024,r5_E1_6_3,27.8,0.1602564065,162.0324049,761,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_6_2,horizontal,3,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,6.223021583,6.54676259,0.9712230216,0.8273381295,-15.84969076,64,0.6009615243,,24.95391705,38.22580645,46.24423963,46.24423963,2.440157031,7.939933759,,,,,,,,,,997.77,0.001,0.0728,"D, W",H,W,JLR,H,W,staggered,Whole,1.202988898,350,4.604316547,0.002693525244,0.6849684968,0.3392377475,2.693525244,1,0.2831608223
103,bottom facing up,r103,14.92733759,Zack Morgan,2.807017544,1.022510891,2.807017544,0,0.4385964912,,1.798245614,0.08016539654,03/19/2024,r5_E1_7_16,22.8,0.1597673267,97.94122645,1079,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_7_1,horizontal,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,4.473684211,4.912280702,0,0,21.66507373,51,0.6550460396,0,5.092165899,13.71639785,3.755760369,13.71639785,1.261358773,4.358370342,,,,,,,,,,997.77,0.001,0.0728,"E, W",E,W,DLR,E,W,staggered,Whole,5.88025518,350,2.675438596,0.002745220191,0.755073478,0.6298730892,2.745220191,2,0.3939252491
100,bottom facing up,r100,13.51908701,Zack Morgan,2,0.7573740157,1.952380952,0.04761904762,0.4761904762,,1.761904762,0.04109077756,03/22/2024,r5_E1_6_16,21,0.1803271466,162.0324049,761,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_6_1,horizontal,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,5.095238095,5.285714286,0,0,19.28356835,47,0.6672104424,0,6.520737327,11.40552995,12.60368664,12.60368664,1.624511779,4.320711229,,,,,,,,,,997.77,0.001,0.0728,"E, W",E,W,DLR,E,W,staggered,Whole,3.904648851,350,3.333333333,0.002640703217,0.6849684968,0.6111732716,2.640703217,2,0.2888248925
