Order,No.,Fur Orientation,Fur Density [furs/cm^2],Weber #,Maximum Penetration Depth [mm],Normalized Maximum Penetration Depth [mm],Steady State Penetration Depth [mm],Max - Final Pen,Delta_Pen,Sucking Effect Notes,Delta_pos,Delta_spread,Date,Filename,Names,Resolution [pixels/mm],Inter-fiber spacing (um) [d],Normalized Delta Pen,Number of Drops,Needle,Fur Sample,Fur Type,Replication,Camera Settings,Lighting,Notes,Droplet Final Spread [mm],Droplet Maximum Spread [mm],Steady State Dome Height [mm],Minimum Dome Height [mm],Volume Below Fur at Max. Spread [mm^3],Video Index of Max. Spread,Normalized Delta Spread,Delta_DomeHeight,Tausp,Tausx,Taush,Tauss,Taumaxspread,Initial Spread,Height [level],Droplet Velocity [m/s],Droplet Diameter [mm],Aspect Ratio,Modified Aspect Ratio,Initial Impact Classification,Initial Impact Dome,Initial Impact Shape,Rebound Type,Final Impact Dome,Final Impact Shape,Fur Arrangement,Product,Fragmentation,Fur Strand Square Length Dimension (um) [l],Do (m),Density of Water (kg/m^3),Viscosity of Water,Surface Tension of Water (N/m)
118,h118,standard,162.0324049,19.17896284,1.509433962,0.6268656716,1.006289308,0.5031446541,0.1257861635,3,0.03515136383,2.830188679,06/06/2023,h5_E1_6_19,Hunter Benjamin,31.8,761,0.05223880597,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_6_1,horizontal,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,,5.786163522,6.41509434,1.163522013,0.534591195,-3.886538284,50,1.175373134,1.855345912,1.612903226,3.640552995,8.525345622,,2.216162608,2.955974843,3,0.7623303542,2.407906559,0.6849684968,0.3167485134,"D, W",H,W,JLR,H,W,staggered,6.074907966,Whole,350,0.002407906559,997.77,0.001,0.0728
4,h4,standard,100,2.958002107,0.9621993127,0.3805454545,0.9621993127,0,0.1030927835,1,0.4056980562,2.199312715,03/31/2023,h5_E1_4_1,Agustin Soto,29.1,650,0.04077272727,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_4_1,horizontal,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,,4.982817869,5.360824742,1.374570447,0.824742268,4.847930162,112,0.8698181818,2.164948454,2.603686636,2.695852535,3.801843318,,1.193994681,2.783505155,1,0.2921597986,2.528474066,0.65,0.2576465974,"D, W",H,W,JLR,H,W,parallel,0.7621191777,Whole,350,0.002528474066,997.77,0.001,0.0728
5,h5,standard,100,2.696404159,1.473684211,0.5469327177,1.087719298,0.3859649123,0.0350877193,1,0.2459252981,2.421052632,03/31/2023,h5_E1_4_2,Agustin Soto,28.5,650,0.01302220756,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_4_1,horizontal,2,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,,5.473684211,5.50877193,1.403508772,0.8771929825,3.45481662,217,0.8985323219,2.245614035,2.315668203,6.739631336,7.223502304,,4.479408983,3.052631579,1,0.2702139086,2.694452467,0.65,0.2417755546,"D, W",H,W,JIB,H,W,parallel,0.6519246109,Whole,350,0.002694452467,997.77,0.001,0.0728
44,h44,bottom facing up,49.03922353,1.993487054,2.033333333,0.7385448158,1.3,0.7333333333,0.03333333333,1,0.02608407411,1.933333333,04/04/2023,h5_E1_5_8,Agustin Soto,30,1078,0.01210729206,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_5_1,horizontal,2,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,,4.666666667,5.633333333,0.7666666667,0.1666666667,21.62890039,130,0.7022229396,,6.667626728,4.075460829,5.976382488,,1.085307843,2.733333333,1,0.2298483103,2.753161744,0.7549019608,0.3924249329,"D, W",H,W,DLR,H,W,parallel,0.7822940235,Whole,350,0.002753161744,997.77,0.001,0.0728
45,h45,bottom facing up,49.03922353,2.320973944,2.3,0.7882540944,2.156,0.144,0,1,0.1802844611,2.307692308,04/04/2023,h5_E1_5_9,Agustin Soto,28.6,1078,0,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_5_1,horizontal,3,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,,5.454545455,5.839160839,0.3496503497,0,24.27619497,134,0.7908903957,,2.996543779,3.307603687,2.332949309,,0.7430802346,3.146853147,1,0.2409099852,2.917840854,0.7549019608,0.3702769845,"D, W",H,W,DLR,H,W,parallel,0.8594032333,Whole,350,0.002917840854,997.77,0.001,0.0728
169,h169,standard,49.03922353,73.33100038,13.69589501,5.178272001,13.17081277,0.52508224,0,1,0.1748734392,0.3938116776,06/04/2024,h5_E1_5.2_28,Gina Shome,22.85356304,1078,0,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_5_1,horizontal,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,,2.450383772,4.331928454,0.1750274123,0,19.37515991,29,0.148896,-189,60.32258065,39.67741935,7.050691244,,1.075513659,2.056572094,4,1.42230093,2.644877482,0.7549019608,0.4084912515,"PDF, D",H,PDF,NR,E,PDF,parallel,29.95507212,Fragmented,350,0.002644877482,997.77,0.001,0.0728
185,h185,front facing up,100,71.30739246,5.12195122,2.049592565,5,0.1219512195,0.0406504065,1,0.1829077959,0.4471544715,03/24/2024,h5_E1_4_32,Zack Morgan,24.6,650,0.01626660766,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_4_1,horizontal,2,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,,3.37398374,4.715447154,0.1219512195,0.1219512195,15.50003104,40,0.1789326842,0.1219512195,8.571428571,22.39631336,19.8156682,,1.941603747,2.926829268,4,1.442891902,2.499009465,0.65,0.2606843826,"D, W",H,W,JLR,H,W,parallel,18.58872358,Whole,350,0.002499009465,997.77,0.001,0.0728
7,h7,standard,49.03922353,3.068137293,2.017328935,0.8770139572,2.857142857,-0.8398139224,0.1587301587,1,0.3099335534,1.936507937,04/03/2023,h5_E1_5_1,Agustin Soto,31.5,1078,0.0690063788,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_5_1,horizontal,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,,3.968253968,4.19047619,0,0,12.74498287,107,0.8418778214,0,9.573732719,10.40322581,8.398617512,,1.039774412,2.031746032,1,0.3119627623,2.300224436,0.7549019608,0.4696973461,"E, W",E,W,DLR,E,W,parallel,1.441095944,Whole,350,0.002300224436,997.77,0.001,0.0728
25,h25,front facing up,49.03922353,2.671075918,3.310810811,1.24900021,2.668918919,0.6418918919,0.03378378378,1,0.04365367964,1.148648649,04/04/2023,h5_E1_5_4,Agustin Soto,29.6,1078,0.01274490011,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_5_1,horizontal,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,,3.783783784,5.067567568,0,0,19.24384091,132,0.4333266036,,2.160138249,6.031105991,6.376728111,,0.8753082054,2.635135135,1,0.2711487821,2.650768818,0.7549019608,0.4075833794,"E, W",E,W,DLR,E,W,parallel,1.088686149,Whole,350,0.002650768818,997.77,0.001,0.0728
26,h26,front facing up,49.03922353,2.771653641,3.356643357,1.182353909,2.762237762,0.5944055944,0.03496503497,1,0.08826846289,1.223776224,04/04/2023,h5_E1_5_5,Agustin Soto,28.6,1078,0.01231618656,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_5_1,horizontal,2,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,,3.741258741,5.13986014,0,0,23.74686211,118,0.4310665295,,1.828917051,4.161866359,3.64343318,,0.7520961618,2.517482517,1,0.266895403,2.838949768,0.7549019608,0.3805665479,"E, W",E,W,DLR,E,W,parallel,1.054798658,Whole,350,0.002838949768,997.77,0.001,0.0728
96,h96,bottom facing up,100,13.40475703,3.607142857,1.276436756,2.857142857,0.75,0.03571428571,1,0.2959577792,2.678571429,03/23/2023,h5_E1_4_18,Agustin Soto,28,650,0.01263798768,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_4_1,horizontal,3,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,,5.678571429,6.214285714,0.9642857143,0.6428571429,21.7131848,75,0.947849076,,,,,,,3,2,0.5882987444,2.825947186,0.65,0.2305254475,"E, W",E,W,DLR,E,W,parallel,3.090137614,Whole,350,0.002825947186,997.77,0.001,0.0728
115,h115,standard,49.03922353,18.80324496,4.250764526,1.657114922,3.79204893,0.4587155963,0,1,0.001883214294,1.896024465,03/28/2023,h5_E1_5_19,Agustin Soto,32.7,1078,0,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_5_1,horizontal,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,,4.311926606,4.525993884,0.244648318,0,17.67550685,67,0.7391447855,0.244648318,26.8202765,13.3640553,5.253456221,,2.660921228,2.415902141,3,0.7313237221,2.565159766,0.7549019608,0.4211859734,"E, i",E,i,NR,E,i,parallel,7.919663032,Fragmented,350,0.002565159766,997.77,0.001,0.0728
